,sentiment,content
14752,anger,Worst juror ever? Michelle. You were Nicole's biggest threat. #bitter #bb18
14815,anger,"@broadly you should be criminalized for posting a pic of that brown frown.... Get a pic of some jack, or cookies, or diesel, Join up @CNN_Ai"
14895,anger,Shout out to my moms for wakin me up so prematurely! Preciate it
14901,anger,@xandraaa5 @amayaallyn6 shut up hashtags are cool #offended
14922,anger,This game has pissed me off more than any other game this year. My blood is boiling! Time to turn it off! #STLCards
14987,anger,@rohan_connolly i think your high-profile female colleague would be one in yhat category... #massexodus 
15154,anger,Wont use using @mothercareuk @Mothercarehelp again!! These guys cant get nothing right!! #fuming
15155,anger,@Andy1129298 @hopheaddarrell fingers of fury!
15181,anger,"A little nose irritation and a little more chills on my body. I'm so not into flu, into flu, into flu #FallSongs"
15201,anger,"Anger that you are willing to take out on people &amp; the world in general, &amp; ALL #police, is WORST, most indefensible kind of ."
15220,anger,@cameronNewton #colinkaepernick protests because of the unjust murder of #keithlamontscott in North Carolina #injustice #outrage #speakout
15350,anger,@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! 
15374,anger,"@BosNaud so scared to ruffle feathers, he resorted to writing in cryptic code. #UncleCamsCabin"
15397,anger,i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️ 
15402,anger,"@Will_0004 No justification for shooting without provocation, even if the person has a bad history. Justification is not the way to go"
15453,anger,Just paid for chicken at @panerabread and didn't even get any 😑😑😑 there goes 4 dollars and me as a customer #angry
15457,anger,No offense but to the ppl out there using creams to build your glutes...COME ON. Go squat and what not.
15460,anger,Confuzzled
15499,anger,@ACMcWhale I always feel guilty about it
15527,anger,@AmericanAir I am irate at you check-in system. I have tried to checkin all day and it wouldn't let me do it because I had no seat assigned
15592,anger,I can see how this will end\nIn all its bitter tragedy\nI'll give you all I have to spend\nAnd you'll give nothing back to me
15601,anger,@douglas_nat @one11north I need it today! Do u know how many fuckin French plaits I had to do this morn with a stroppy 9 yr old! 
15732,anger,People irritate my MF soul
15802,anger,@moocowward @mrsajhargreaves @Melly77 @GaryBarlow if he can't come to my Mum'a 60th after 25k tweets then why should I 🙈 #bitter #soreloser
15889,anger,"@LeKingCoq @MistaAggy @GiovanniiDC The way my blood is boiling, little bastards!"
15898,anger,@Idubbbz @LeafyIsHere  I am offended
15994,anger,Stuck in a infuriate scrum about hegemonists.  #scrum #scrum #Stuck
16005,anger,@CallofDuty how do u guys determine teams? Cause I'm 80% on shitty teams when I play and I'm fuckin over it #cod 
16030,anger,I freaking hate working with #word on my phone  #write #writing #writerslife #writerproblems #writer
16123,anger,Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES #rage
16142,anger,@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. #umbrage
16145,anger,"If you be #angry, which may be the case, &amp; which may be unavoidable, see that the sudden excitement does not become sin. #AlbertBarnes"
16205,anger,@tmz @HarveyLevinTMZ   Hell hath no fury like a women scorned.    It's the affair.  Not the parenting
16206,anger,@moocowward @mrsajhargreaves @Melly77 @GaryBarlow if he can't come to my Mum'a 60th after 25k tweets then why should I 🙈  #soreloser
16371,anger,I wonder what American city will be next to protest about police shootings. Who's next? Smh. #whenwillitstop #angry #howmanymoretimes
16383,anger,@tomwilcox77 @mattgrime fuming
16507,anger,i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️ #fuming
16519,anger,@DPD_UK I asked for my parcel to be delivered to a pick up store not my address #fuming #poorcustomerservice
16579,anger,why are people so offended by kendall he ends photo shoot like seriously shut the fuck up
16624,anger,I told myself i wouldn't talk about this but i need to bring it up. I'm slightly bitter about the tøp cover of cancer
16639,anger,Said it before and I'll say it now: America is really fortunate that black people only want equality and not revenge.
16898,anger,"the outrage has passed and has been replaced by a mute, fatalistic acceptance of the current situation.  #fatalism"
16910,anger,The ppl on here defending cops as they continue to kill innocent ppl or ppl who aren't innocent but clearly cooperate irritate tf outta me
16949,anger,"@mattstottwrites For me not so much outrage as ‘oh, using female body to sell something, AGAIN’"
17039,anger,dammit @TMobile whays going on!!! 😤😤😤😤 lol #raging #smh #mobilefails
17061,anger,@XemitSellsMagic add tracking but resent them
17069,anger,i have so much hw tonight im offended
17075,anger,@rtrn94 Mine is that the party did decide but the party has been slowly transformed into a vengeful hell-cult of white male resentment
17087,anger,@CallofDuty how do u guys determine teams? Cause I'm 80% on shitty teams when I play and I'm fuckin over it #cod #rage
17167,anger,@kerrybowen_ you have anger issues!
17183,anger,"@wmdev Every time I succeed with a code, I get &quot;We're Sorry. Your Credit Card Has Been Declined at this time.&quot;"
17195,anger,Michelle is one of the worst players in bb history #bb18 #bbfinale #bitter
17204,anger,I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster #road 
17273,anger,They gonna give this KKk police bitch the minimum sentence..just wattch 
17331,anger,@PirateTimmy hopefully it don't go that far  sometimes I feel like renouncing my roots
17345,anger,That AK47 leave your spine with a frown
17369,anger,Connie's fuming at Bake Off and went 'fuck this I'm starting on the vodka'
17434,anger,"Pro Tip: Go back to work when your kid reaches 20 mos old.  Stay home any longer, and you'll be absolutely miserable with the #tantrums."
17460,anger,@JennyTaylor94  yer it is...poor little cock  but she well doesnt deserve the stick off everyone! cowell once again going against producer
17475,anger,@baileygazteacow NO. The gay guy and the dad revenge fucking
17486,anger,@sarahhiggins90 @lokiscottishrap So much animosity towards Loki who is fighting the same battle as you. Surely not the best use of energy.
17527,anger,MOtherfuck QW
17553,anger,"In 2016, Black people are STILL fighting to be recognized as human beings. #cantsleep "
17558,anger,Stupid red hair is too difficult on the upkeep. Re-dyed it a more manageable brown-red. Boo
17632,anger,@carefreeash_ id be fuming
17639,anger,omg! goooood ass nappy nap  jusss woke up bout 2 clean up a lil then get ready
17642,anger,Circle K is dead to me. I hate your new slushie machine.  #livid
17648,anger,@Disneyland #nothappy and still #charging the #fullprice 😡😡 #fuming some your #bestrides 😳😳
17669,anger,@alour @jkramon1313 you should force your neighbours to pay that!  Those people have some nerve!!!  #outrage #Victim
17684,anger,My cat is bloody lucky the RSPCA weren't open at 3am last night!!! #fuming 😡🐱
17691,anger,i used to think the fire detector going off at my old place when boiling water was bad but this one went off bc of DUST and wouldnt turn off
17755,anger,bout to go to work with a wicked sunburn on the chest.
17823,anger,Now that the n word is normalized by the media? Just wow. No words for this . No. Words. For . This. Frog been boiling in the pot via media.
17834,anger,FUCK. slept in
17866,anger,"The majority of people irritate the fuck out of me, cba with people ahahah"
17889,anger,ramos does what he does best burning haters with his head
17899,anger,There are adults commiting serious crimes in the name of protest.(like burning a library) how are we just expecting them to get a warning?
17957,anger,whenever i pout i just want Adrian to appear and tell me to stop pouting or else
18008,anger,@GrxjicTank WHY though! Why did u want to offend Americans?
18198,anger,@stevebiddle I used to be - but that was a while ago now - your argument is pretty sound for a trolley pusher
18203,anger,and apparently he's supposed to have a Scottish accent??? I'm #offended
18218,anger,"Never forget that 5Live cancelled programs, to allow them to extend 606 so people could call in and detail their outrage after our behaviour"
18288,anger,I freaking hate working with #word on my phone #rage #write #writing #writerslife #writerproblems #writer
18363,anger,My throat is on fire
18391,anger,Imagine being bitter when your bias is dating &amp; sending threats to their partner. Like why? That's nasty. And they don't even know you exist
18468,anger,"@easyJet Hi folks. Flight is going to be over an hour late departing from INV (EZY864), how do we go about getting a refund please? "
18484,anger,And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt #offended
18509,anger,lost all my files since high school.
18591,anger,The side effects of #fighting and #disrespect.. comes #ignoring the person and show you #don'tcare at all!! #sweet .
18658,anger,Bes! You don't just tell a true blooded hoopjunkie to switch a f*c@n' team that juz destroyed your own team. You juz don't! #insult
18717,anger,"#GBBO is such a homely pure piece of tv gold. Channel 4 will attempt to tart it up. Mary, Sue and Mel gone. It's over. I'm out. 👋 #fuming"
18745,anger,@coltonflurry @StrangeFacesLA I cancelled by CBS all access live feeds before JC even said Vic won AFP. Paul.should have won IMO #bitter
18760,anger,How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door.  #mad ##
18935,anger,"@RogueFatale Oh, you insult me! What, you think just because I look like this, I'm psycho? I'm more sane than most Gotham freaks..."
18936,anger,Can't believe @virginmedia are putting their prices up!! They already know I'm struggling to pay my bill &amp; won't change my package!! 
19014,anger,Does she really need to pout all the time - getting on my nerves #GBBO
19042,anger,"@SapientSoldier timid but determined version of the rabid beasts beyond the land. Growling beneath my restrained breath, I //rip// myself --"
19236,anger,I sit at home so damn much that everything is starting to irritate me . I need to get out the house by myself !
